name,age,"      Narrated 'Umar bin Al-Khattab:                          I heard Allah's Apostle saying, ""The reward of deeds depends upon the      intentions and every person will get the reward according to what he      has intended. So whoever emigrated for worldly benefits or for a woman     to marry, his emigration was for what he emigrated for."""
Sarah,30," Narrated Jabala:                     ""While at Medina we were struck with famine. Ibn Az-Zubair used to provide us with dates as our food. Ibn `Umar used to pass by us and say, ""Don't eat two dates together at a time as the Prophet has forbidden eating two dates together at a time (in a gathering) unless one takes the permission of one's companion brother."""
Sarah,30," Narrated Nafi`:                     Ibn `Umar said, ""Allah's Apostle said, 'If one manumits his share of a jointly possessed slave, and can afford the price of the other shares according to the adequate price of the slave, the slave will be completely manumitted; otherwise he will be partially manumitted.' "" (Aiyub, a sub-narrator is not sure whether the saying "" ... otherwise he will be partially manumitted"" was said by Nafi` or the Prophet.)"
Sarah,30," Narrated Abu Huraira:                     The Prophet said, ""Whoever manumits his share of a jointly possessed slave, it is imperative for him to get that slave manumitted completely by paying the remaining price, and if he does not have sufficient money to manumit him, then the price of the slave should be estimated justly, and he is to be allowed to work and earn the amount that will manumit him (without overburdening him)""."
Sarah,30," Narrated An-Nu`man bin Bashir:                     The Prophet said, ""The example of the person abiding by Allah's order and restrictions in comparison to those who violate them is like the example of those persons who drew lots for their seats in a boat. Some of them got seats in the upper part, and the others in the lower. When the latter needed water, they had to go up to bring water (and that troubled the others), so they said, 'Let us make a hole in our share of the ship (and get water) saving those who are above us from troubling them. So, if the people in the upper part left the others do what they had suggested, all the people of the ship would be destroyed, but if they prevented them, both parties would be safe."""
Sarah,30," Narrated `Urwa bin Az-Zubair:                     That he had asked `Aisha about the meaning of the Statement of Allah: ""If you fear that you shall not Be able to deal justly With the orphan girls, then Marry (Other) women of your choice Two or three or four."" (4.3) She said, ""O my nephew! This is about the orphan girl who lives with her guardian and shares his property. Her wealth and beauty may tempt him to marry her without giving her an adequate Mahr (bridal-money) which might have been given by another suitor. So, such guardians were forbidden to marry such orphan girls unless they treated them justly and gave them the most suitable Mahr; otherwise they were ordered to marry any other woman."" `Aisha further said, ""After that verse the people again asked the Prophet (about the marriage with orphan 'girls), so Allah revealed the following verses:-- 'They ask your instruction Concerning the women. Say: Allah Instructs you about them And about what is Recited unto you In the Book, concerning The orphan girls to whom You give not the prescribed portions and yet whom you Desire to marry..."" (4.127) What is meant by Allah's Saying:-- 'And about what is Recited unto you is the former verse which goes:-- 'If you fear that you shall not Be able to deal justly With the orphan girls, then Marry (other) women of your choice.' (4.3) `Aisha said, ""Allah's saying in the other verse:--'Yet whom you desire to marry' (4.127) means the desire of the guardian to marry an orphan girl under his supervision when she has not much property or beauty (in which case he should treat her justly). The guardians were forbidden to marry their orphan girls possessing property and beauty without being just to them, as they generally refrain from marrying them (when they are neither beautiful nor wealthy)."
Sarah,30," Narrated Jabir bin `Abdullah:                     The Prophet established the right of Shu'fa (i.e. Preemption) in joint properties; but when the land is divided and the ways are demarcated, then there is no pre-emption."
Sarah,30," Narrated Jabir bin `Abdullah:                     The Prophet said, ""The right of preemption is valid in every joint property, but when the land is divided and the way is demarcated, then there is no right of pre-emption."""
Sarah,30," Narrated Sulaiman bin Abu Muslim:                     I asked Abu Minhal about money exchange from hand to hand. He said, ""I and a partner of mine bought something partly in cash and partly on credit."" Al-Bara' bin `Azib passed by us and we asked about it. He replied, ""I and my partner Zaid bin Al-Arqam did the same and then went to the Prophet and asked him about it. He said, 'Take what was from hand to hand and leave what was on credit.' """
Sarah,30, Narrated `Abdullah:                     Allah's Apostle rented the land of Khaibar to the Jews on the condition that they would work on it and cultivate it and take half of its yield.
Sarah,30," Narrated `Uqba bin 'Amir:                     that Allah's Apostle gave him some sheep to distribute among his companions in order to sacrifice them and a kid was left. He told the Prophet about it and the Prophet said to him, ""Sacrifice it on your behalf."""
Sarah,30," Narrated `Abdullah bin Hisham:                     that his mother Zainab bint Humaid took him to the Prophet and said, ""O Allah's Apostle! Take the pledge of allegiance from him."" But he said, ""He is still too young for the pledge,"" and passed his hand on his (i.e. `Abdullah's) head and invoked for Allah's blessing for him. Zuhra bin Ma`bad stated that he used to go with his grandfather, `Abdullah bin Hisham, to the market to buy foodstuff. Ibn `Umar and Ibn Az-Zubair would meet him and say to him, ""Be our partner, as the Prophet invoked Allah to bless you."" So, he would be their partner, and very often he would win a camel's load and send it home."
Sarah,30," Narrated Ibn `Umar:                     The Prophet said, ""Whoever manumits his share o a jointly possessed slave, it is imperative on him to manumit the slave completely if he has sufficient money to pay the rest of its price which is to be estimated justly. He should pay his partners their shares and release him (the freed one)."
